Using license file /spack/apps/linux-centos7-x86_64/gcc-8.3.0/gurobi-9.0.1/license/gurobi.lic
Set parameter TokenServer to value hpc-licenses.hpcc.usc.edu
Changed value of parameter TimeLimit to 3600.0
   Prev: inf  Min: 0.0  Max: inf  Default: inf
Gurobi Optimizer version 9.0.1 build v9.0.1rc0 (linux64)
Optimize a model with 87627 rows, 24380 columns and 324759 nonzeros
Model fingerprint: 0xab547de9
Model has 500 quadratic objective terms
Variable types: 16548 continuous, 7832 integer (7832 binary)
Coefficient statistics:
  Matrix range     [2e-03, 3e+02]
  Objective range  [9e-03, 1e+00]
  QObjective range [1e+00, 1e+00]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 3e+02]
Presolve removed 6884 rows and 6285 columns
Presolve time: 1.36s
Presolved: 80743 rows, 18095 columns, 252449 nonzeros
Presolved model has 500 quadratic objective terms
Variable types: 16354 continuous, 1741 integer (1741 binary)
Found heuristic solution: objective 104.5753469

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
 1088030    1.8025829e+03   1.052687e+01   0.000000e+00   1595s
 1091570    1.8025829e+03   5.616521e+00   0.000000e+00   1600s
 1094933    1.8025829e+03   7.474784e+00   0.000000e+00   1605s
 1098296    1.8025829e+03   8.047591e+00   0.000000e+00   1610s
 1101836    1.8025829e+03   7.106884e+00   0.000000e+00   1615s
 1105199    1.8025829e+03   1.936060e+01   0.000000e+00   1620s
 1108562    1.8025829e+03   6.412539e+00   0.000000e+00   1625s
 1111925    1.8025829e+03   5.530524e+00   0.000000e+00   1630s
 1115465    1.8025829e+03   1.025064e+01   0.000000e+00   1635s
 1118828    1.8025829e+03   8.210540e+00   0.000000e+00   1640s
 1122191    1.8025829e+03   6.310775e+00   0.000000e+00   1645s
 1125731    1.8025829e+03   6.864027e+00   0.000000e+00   1650s
 1129094    1.8025829e+03   8.439895e+00   0.000000e+00   1655s
 1132634    1.8025829e+03   5.001501e+00   0.000000e+00   1660s
 1136174    1.8025829e+03   7.583397e+00   0.000000e+00   1665s
 1139714    1.8025829e+03   7.677851e+00   0.000000e+00   1670s
 1143254    1.8025829e+03   5.135757e+00   0.000000e+00   1675s
 1146794    1.8025829e+03   6.291020e+00   0.000000e+00   1680s
 1150157    1.8025829e+03   7.192697e+00   0.000000e+00   1685s
 1153697    1.8025829e+03   5.601620e+00   0.000000e+00   1690s
 1157237    1.8025829e+03   4.740842e+00   0.000000e+00   1695s
 1160777    1.8025829e+03   8.323341e+00   0.000000e+00   1700s
 1164317    1.8025829e+03   6.427540e+00   0.000000e+00   1705s
 1167857    1.8025829e+03   5.986400e+00   0.000000e+00   1710s
 1171220    1.8025829e+03   6.763967e+00   0.000000e+00   1715s
 1174760    1.8025829e+03   7.242951e+00   0.000000e+00   1720s
 1178300    1.8025829e+03   6.070532e+00   0.000000e+00   1725s
 1181840    1.8025829e+03   5.723411e+00   0.000000e+00   1730s
 1185380    1.8025829e+03   8.475422e+00   0.000000e+00   1735s
 1188743    1.8025829e+03   4.694219e+00   0.000000e+00   1740s
 1192283    1.8025829e+03   6.043241e+00   0.000000e+00   1745s
 1195823    1.8025829e+03   8.102151e+00   0.000000e+00   1750s
 1199363    1.8025829e+03   7.105133e+00   0.000000e+00   1755s
 1202726    1.8025829e+03   5.771206e+00   0.000000e+00   1760s
 1206089    1.8025829e+03   6.081501e+00   0.000000e+00   1765s
 1209275    1.8025829e+03   9.650489e+00   0.000000e+00   1770s
 1212638    1.8025829e+03   1.082576e+01   0.000000e+00   1775s
 1216001    1.8025829e+03   5.519958e+00   0.000000e+00   1780s
 1219364    1.8025829e+03   1.042798e+01   0.000000e+00   1785s
 1222727    1.8025829e+03   7.124896e+00   0.000000e+00   1790s
 1226267    1.8025829e+03   6.091074e+00   0.000000e+00   1795s
 1229630    1.8025829e+03   8.842428e+00   0.000000e+00   1800s
 1232993    1.8025829e+03   7.470232e+00   0.000000e+00   1805s
 1236533    1.8025829e+03   8.612877e+00   0.000000e+00   1810s
 1240073    1.8025829e+03   5.626682e+00   0.000000e+00   1815s
 1243613    1.8025829e+03   6.951829e+00   0.000000e+00   1820s
 1246976    1.8025829e+03   6.966034e+00   0.000000e+00   1825s
 1250516    1.8025829e+03   7.483100e+00   0.000000e+00   1830s
 1253879    1.8025829e+03   6.018204e+00   0.000000e+00   1835s
 1257419    1.8025829e+03   6.549295e+00   0.000000e+00   1840s
 1260959    1.8025829e+03   6.241476e+00   0.000000e+00   1845s
 1264499    1.8025829e+03   8.211502e+00   0.000000e+00   1850s
 1268039    1.8025829e+03   6.439234e+00   0.000000e+00   1855s
 1271402    1.8025829e+03   5.770777e+00   0.000000e+00   1860s
 1274765    1.8025829e+03   6.671940e+00   0.000000e+00   1865s
 1278128    1.8025829e+03   5.618616e+00   0.000000e+00   1870s
 1281491    1.8025829e+03   6.108290e+00   0.000000e+00   1875s
 1285031    1.8025829e+03   4.865096e+01   0.000000e+00   1880s
 1288571    1.8025829e+03   4.877812e+00   0.000000e+00   1885s
 1291934    1.8025829e+03   6.729117e+00   0.000000e+00   1890s
 1295474    1.8025829e+03   4.987124e+00   0.000000e+00   1895s
 1299014    1.8025829e+03   7.123961e+00   0.000000e+00   1900s
 1302377    1.8025829e+03   1.218855e+01   0.000000e+00   1905s
 1305917    1.8025829e+03   5.873971e+00   0.000000e+00   1910s
 1309280    1.8025829e+03   5.331393e+00   0.000000e+00   1915s
 1312643    1.8025829e+03   9.405859e+00   0.000000e+00   1920s
 1316183    1.8025829e+03   6.842757e+00   0.000000e+00   1925s
 1319723    1.8025829e+03   5.862442e+00   0.000000e+00   1930s
 1323086    1.8025829e+03   1.156874e+01   0.000000e+00   1935s
 1326626    1.8025829e+03   7.307561e+00   0.000000e+00   1940s
 1330166    1.8025829e+03   5.395034e+00   0.000000e+00   1945s
 1333529    1.8025829e+03   8.272654e+00   0.000000e+00   1950s
 1337246    1.8025829e+03   6.264459e+00   0.000000e+00   1955s
 1340609    1.8025829e+03   6.288209e+00   0.000000e+00   1960s
 1344149    1.8025829e+03   7.438894e+00   0.000000e+00   1965s
 1347689    1.8025829e+03   6.521248e+00   0.000000e+00   1970s
 1351229    1.8025829e+03   2.149826e+01   0.000000e+00   1975s
 1354592    1.8025829e+03   7.298342e+00   0.000000e+00   1980s
 1358132    1.8025829e+03   8.987659e+00   0.000000e+00   1985s
 1361672    1.8025829e+03   7.397295e+00   0.000000e+00   1990s
 1365212    1.8025829e+03   5.058756e+00   0.000000e+00   1995s
 1368575    1.8025829e+03   1.442293e+01   0.000000e+00   2000s
 1372292    1.8025829e+03   5.162333e+00   0.000000e+00   2005s
 1375655    1.8025829e+03   6.569483e+00   0.000000e+00   2010s
 1379195    1.8025829e+03   6.018263e+00   0.000000e+00   2015s
 1382735    1.8025829e+03   5.938238e+00   0.000000e+00   2020s
 1386452    1.8025829e+03   6.843701e+00   0.000000e+00   2025s
 1389992    1.8025829e+03   8.887951e+00   0.000000e+00   2030s
 1393532    1.8025829e+03   4.698184e+00   0.000000e+00   2035s
 1396895    1.8025829e+03   6.767118e+00   0.000000e+00   2040s
 1400258    1.8025829e+03   5.479520e+00   0.000000e+00   2045s
 1403798    1.8025829e+03   6.799099e+00   0.000000e+00   2050s
 1407338    1.8025829e+03   6.189231e+00   0.000000e+00   2055s
 1410878    1.8025829e+03   5.639156e+00   0.000000e+00   2060s
 1413710    1.8025829e+03   5.750221e+00   0.000000e+00   2065s
 1416719    1.8025829e+03   9.871526e+00   0.000000e+00   2070s
 1419905    1.8025829e+03   7.781775e+00   0.000000e+00   2075s
 1423268    1.8025829e+03   6.962026e+00   0.000000e+00   2080s
 1426631    1.8025829e+03   5.081408e+00   0.000000e+00   2085s
 1429817    1.8025829e+03   5.698320e+00   0.000000e+00   2090s
 1433180    1.8025829e+03   8.095813e+00   0.000000e+00   2095s
 1436543    1.8025829e+03   2.235008e+01   0.000000e+00   2100s
 1439906    1.8025829e+03   7.351933e+00   0.000000e+00   2105s
 1443269    1.8025829e+03   1.694177e+01   0.000000e+00   2110s
 1446809    1.8025829e+03   7.829987e+00   0.000000e+00   2115s
 1450172    1.8025829e+03   6.560871e+00   0.000000e+00   2120s
 1453712    1.8025829e+03   5.797126e+00   0.000000e+00   2125s
 1457075    1.8025829e+03   5.503988e+00   0.000000e+00   2130s
 1460438    1.8025829e+03   6.578746e+00   0.000000e+00   2135s
 1463801    1.8025829e+03   7.136614e+00   0.000000e+00   2140s
 1467341    1.8025829e+03   8.562976e+00   0.000000e+00   2145s
 1470704    1.8025829e+03   6.609960e+00   0.000000e+00   2150s
 1474244    1.8025829e+03   8.227141e+00   0.000000e+00   2155s
 1477784    1.8025829e+03   8.080510e+00   0.000000e+00   2160s
 1481324    1.8025829e+03   8.533959e+00   0.000000e+00   2165s
 1484687    1.8025829e+03   6.901177e+00   0.000000e+00   2170s
 1487342    1.8025829e+03   7.039420e+00   0.000000e+00   2175s
 1490351    1.8025829e+03   5.486307e+00   0.000000e+00   2180s
 1493537    1.8025829e+03   6.614575e+00   0.000000e+00   2185s
 1496723    1.8025829e+03   9.003121e+00   0.000000e+00   2190s
 1499909    1.8025829e+03   1.478675e+01   0.000000e+00   2195s
 1503272    1.8025829e+03   6.739106e+00   0.000000e+00   2200s
 1506635    1.8025829e+03   4.449434e+01   0.000000e+00   2205s
 1510175    1.8025829e+03   9.010267e+00   0.000000e+00   2210s
 1513538    1.8025829e+03   8.020535e+00   0.000000e+00   2215s
 1516901    1.8025829e+03   8.378933e+00   0.000000e+00   2220s
 1520087    1.8025829e+03   6.846701e+00   0.000000e+00   2225s
 1523627    1.8025829e+03   6.561619e+00   0.000000e+00   2230s
 1526990    1.8025829e+03   8.787540e+00   0.000000e+00   2235s
 1530530    1.8025829e+03   5.927905e+00   0.000000e+00   2240s
 1533893    1.8025829e+03   7.455510e+00   0.000000e+00   2245s
 1537256    1.8025829e+03   5.410071e+00   0.000000e+00   2250s
 1540619    1.8025829e+03   7.401104e+00   0.000000e+00   2255s
 1543982    1.8025829e+03   6.368515e+00   0.000000e+00   2260s
 1547522    1.8025829e+03   9.288267e+00   0.000000e+00   2265s
 1550885    1.8025829e+03   7.818795e+00   0.000000e+00   2270s
 1554248    1.8025829e+03   7.111585e+00   0.000000e+00   2275s
 1557788    1.8025829e+03   6.846261e+00   0.000000e+00   2280s
 1561151    1.8025829e+03   2.310923e+01   0.000000e+00   2285s
 1564514    1.8025829e+03   7.711058e+00   0.000000e+00   2290s
 1568054    1.8025829e+03   6.955407e+00   0.000000e+00   2295s
 1571417    1.8025829e+03   6.271153e+00   0.000000e+00   2300s
 1574780    1.8025829e+03   1.225068e+01   0.000000e+00   2305s
 1577966    1.8025829e+03   7.105612e+00   0.000000e+00   2310s
 1581329    1.8025829e+03   9.165851e+00   0.000000e+00   2315s
 1584692    1.8025829e+03   5.290523e+00   0.000000e+00   2320s
 1588055    1.8025829e+03   6.176882e+00   0.000000e+00   2325s
 1591418    1.8025829e+03   6.512163e+00   0.000000e+00   2330s
 1594781    1.8025829e+03   1.202974e+01   0.000000e+00   2335s
 1598498    1.8025829e+03   7.331194e+00   0.000000e+00   2340s
 1601861    1.8025829e+03   1.561263e+01   0.000000e+00   2345s
 1605401    1.8025829e+03   8.273746e+00   0.000000e+00   2350s
 1608941    1.8025829e+03   6.826032e+00   0.000000e+00   2355s
 1612304    1.8025829e+03   7.496741e+00   0.000000e+00   2360s
 1615844    1.8025829e+03   7.881471e+00   0.000000e+00   2365s
 1619384    1.8025829e+03   8.342178e+00   0.000000e+00   2370s
 1622747    1.8025829e+03   7.053092e+00   0.000000e+00   2375s
 1626110    1.8025829e+03   6.852507e+00   0.000000e+00   2380s
 1629650    1.8025829e+03   9.179272e+00   0.000000e+00   2385s
 1633013    1.8025829e+03   5.257813e+00   0.000000e+00   2390s
 1636376    1.8025829e+03   6.606323e+00   0.000000e+00   2395s
 1639916    1.8025829e+03   4.904311e+00   0.000000e+00   2400s
 1643456    1.8025829e+03   7.363738e+00   0.000000e+00   2405s
 1646819    1.8025829e+03   5.067452e+00   0.000000e+00   2410s
 1650359    1.8025829e+03   5.620973e+00   0.000000e+00   2415s
 1653899    1.8025829e+03   6.218017e+00   0.000000e+00   2420s
 1657262    1.8025829e+03   7.140509e+00   0.000000e+00   2425s
 1660802    1.8025829e+03   7.046839e+00   0.000000e+00   2430s
 1664342    1.8025829e+03   5.277590e+00   0.000000e+00   2435s
 1667882    1.8025829e+03   4.953660e+00   0.000000e+00   2440s
 1671245    1.8025829e+03   7.570438e+00   0.000000e+00   2445s
 1674785    1.8025829e+03   6.192610e+00   0.000000e+00   2450s
 1677794    1.8025829e+03   7.056579e+00   0.000000e+00   2455s
 1680626    1.8025829e+03   5.969000e+00   0.000000e+00   2460s
 1683458    1.8025829e+03   7.706722e+00   0.000000e+00   2465s
 1686113    1.8025829e+03   5.785705e+00   0.000000e+00   2470s
 1688945    1.8025829e+03   6.357549e+00   0.000000e+00   2475s
 1691600    1.8025829e+03   5.305439e+00   0.000000e+00   2480s
 1694432    1.8025829e+03   6.906923e+00   0.000000e+00   2485s
 1697264    1.8025829e+03   6.451359e+00   0.000000e+00   2490s
 1700096    1.8025829e+03   1.301757e+01   0.000000e+00   2495s
 1702928    1.8025829e+03   8.249898e+00   0.000000e+00   2500s
 1705937    1.8025829e+03   5.338198e+00   0.000000e+00   2505s
 1708946    1.8025829e+03   6.224850e+00   0.000000e+00   2510s
 1711778    1.8025829e+03   7.390628e+00   0.000000e+00   2515s
 1714610    1.8025829e+03   5.037192e+00   0.000000e+00   2520s
 1717619    1.8025829e+03   6.791490e+00   0.000000e+00   2525s
 1720805    1.8025829e+03   6.572766e+00   0.000000e+00   2530s
 1723991    1.8025829e+03   5.659425e+00   0.000000e+00   2535s
 1727354    1.8025829e+03   1.150530e+01   0.000000e+00   2540s
 1730540    1.8025829e+03   5.215472e+00   0.000000e+00   2545s
 1733726    1.8025829e+03   9.144303e+00   0.000000e+00   2550s
 1737266    1.8025829e+03   7.816219e+00   0.000000e+00   2555s
 1740806    1.8025829e+03   5.666530e+00   0.000000e+00   2560s
 1744169    1.8025829e+03   1.027592e+01   0.000000e+00   2565s
 1747709    1.8025829e+03   6.527150e+00   0.000000e+00   2570s
 1751072    1.8025829e+03   5.854610e+00   0.000000e+00   2575s
 1754612    1.8025829e+03   6.596675e+00   0.000000e+00   2580s
 1757975    1.8025829e+03   1.187738e+01   0.000000e+00   2585s
 1761515    1.8025829e+03   7.606098e+00   0.000000e+00   2590s
 1764878    1.8025829e+03   5.878298e+00   0.000000e+00   2595s
 1768418    1.8025829e+03   6.205053e+00   0.000000e+00   2600s
 1771958    1.8025829e+03   9.128767e+00   0.000000e+00   2605s
 1775498    1.8025829e+03   5.822752e+00   0.000000e+00   2610s
 1778684    1.8025829e+03   6.560717e+00   0.000000e+00   2615s
 1782047    1.8025829e+03   6.281933e+00   0.000000e+00   2620s
 1785410    1.8025829e+03   7.754184e+00   0.000000e+00   2625s
 1788950    1.8025829e+03   5.607035e+00   0.000000e+00   2630s
 1791682    1.8026176e+03   2.690031e+01   0.000000e+00   2635s
 1793712    1.8026190e+03   6.671715e+00   0.000000e+00   2640s
 1795642    1.8026191e+03   2.740601e+01   0.000000e+00   2645s
 1797672    1.8026196e+03   2.043149e+00   0.000000e+00   2650s
 1799532    1.8026194e+03   1.334767e+01   0.000000e+00   2655s
 1801482    1.8026200e+03   3.140917e+00   0.000000e+00   2660s
 1803332    1.8026196e+03   7.739850e-01   0.000000e+00   2665s
 1805332    1.8026196e+03   1.312821e+00   0.000000e+00   2670s
 1823728    1.8025791e+03   0.000000e+00   0.000000e+00   2675s

Root relaxation: objective 1.802579e+03, 1823728 iterations, 2673.21 seconds

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

H    0     0                     105.2061665          -      -     - 2674s
     0     0 1802.34303    0 1393  105.20617 1802.34303  1613%     - 2675s
H    0     0                     107.4734189 1802.34303  1577%     - 2677s
     0     0          -    0       107.47342 1802.34303  1577%     - 3600s

Cutting planes:
  Gomory: 32
  MIR: 114
  RLT: 1441

Explored 1 nodes (2334523 simplex iterations) in 3600.02 seconds
Thread count was 20 (of 20 available processors)

Solution count 3: 107.473 105.206 104.575 

Time limit reached
Best objective 1.074734189447e+02, best bound 1.802343025762e+03, gap 1577.0128%



#########node 1
V2.10
#########node 2
V2.1
#########node 3
V2.1
#########node 4
V2.1
#########node 5
V2.1
#########node 6
V1.8
#########node 7
V2.10
#########node 8
V2.8
#########node 9
V2.8
#########node 10
V2.5
#########node 11
V2.9
#########node 12
V2.1
#########node 13
V1.1
#########node 14
V2.10
#########node 15
V2.10
#########node 16
leaf 1
#########node 17
leaf 1
#########node 18
leaf 1
#########node 19
leaf 1
#########node 20
leaf 1
#########node 21
leaf 1
#########node 22
leaf 1
#########node 23
leaf 1
#########node 24
leaf 1
#########node 25
leaf 1
#########node 26
leaf 1
#########node 27
leaf 1
#########node 28
leaf 1
#########node 29
leaf 1
#########node 30
leaf 1
#########node 31
leaf 0


Total Solving Time 3606.7188308238983
obj value 107.47341894472812
Policy Regret train (Sum) 11.865215806952978
Best Treatment Found train (%) 56.00000000000001
treatment classification acc train (%) 55.2
Policy Regret test (Sum) 207.26893814120393
Best Treatment Found test (%) 52.92
treatment classification acc test (%) 50.63999999999999
