FlowOPT,data_train_enc_0.9_1,100,0,100,600,2,54.6039701,0,0.00996685,6.294478254,27,242.750564,46.66,0,0.9
FlowOPT,data_train_enc_0.9_1,100,0,100,600,2,123.1853907,0,0.00749898,1.097709243,75,199.6982996,53.35,1,0.9
FlowOPT,data_train_enc_0.9_1,100,1,100,600,2,65.91036793,0,0.080513954,2.968806776,48,100.3719162,66.02,0,0.9
FlowOPT,data_train_enc_0.9_1,100,1,100,600,2,124.5274557,0,0.082050085,0.792406775,79,120.3003044,63.15,1,0.9
FlowOPT,data_train_enc_0.9_1,100,2,100,600,2,73.67504143,0,0.979692698,0.639805967,77,21.91442242,84.99,0,0.9
FlowOPT,data_train_enc_0.9_1,100,2,100,600,2,140.7896011,0,1.087986946,0.633353392,79,86.05214092,75.8,1,0.9
FlowOPT,data_train_enc_0.9_2,100,0,100,600,2,53.28129214,0,0.007497072,0.922821117,74,218.4138218,50.09,0,0.9
FlowOPT,data_train_enc_0.9_2,100,0,100,600,2,48.1809944,0,0.007418871,6.5057941,27,219.0193267,49.91,1,0.9
FlowOPT,data_train_enc_0.9_2,100,1,100,600,2,69.50683708,0,0.075588226,3.037539548,56,267.0811886,42.79,0,0.9
FlowOPT,data_train_enc_0.9_2,100,1,100,600,2,56.18094454,0,0.081018925,3.037539548,56,267.0811886,42.79,1,0.9
FlowOPT,data_train_enc_0.9_2,100,2,100,600,2,71.72844182,0,1.151165009,2.896942377,59,247.8946985,46.22,0,0.9
FlowOPT,data_train_enc_0.9_2,100,2,100,600,2,61.26485914,0,1.239695072,3.537215998,53,240.2471475,48.47,1,0.9
FlowOPT,data_train_enc_0.9_3,100,0,100,600,2,36.15944196,0,0.007601976,1.850918067,58,245.6148152,46.59,0,0.9
FlowOPT,data_train_enc_0.9_3,100,0,100,600,2,198.6028642,0,0.007400751,1.850918067,58,245.6148152,46.59,1,0.9
FlowOPT,data_train_enc_0.9_3,100,1,100,600,2,45.62372978,0,0.077085972,0.386823022,79,62.37969317,74.43,0,0.9
FlowOPT,data_train_enc_0.9_3,100,1,100,600,2,204.0221839,0,0.078037024,2.653282341,57,295.0867031,39.41,1,0.9
FlowOPT,data_train_enc_0.9_3,100,2,100,600,2,49.85674905,0,1.019577742,1.31990997,68,107.9966866,65.84,0,0.9
FlowOPT,data_train_enc_0.9_3,100,2,100,600,2,212.9033652,0,0.930428028,0.843291264,78,105.6604251,75.49,1,0.9
FlowOPT,data_train_enc_0.9_4,100,0,100,600,2,52.8569998,0,0.007511139,1.187584158,81,99.23499633,71.19,0,0.9
FlowOPT,data_train_enc_0.9_4,100,0,100,600,2,66.31841141,0,0.008043051,8.887125996,20,408.7439079,28.81,1,0.9
FlowOPT,data_train_enc_0.9_4,100,1,100,600,2,62.72449224,0,0.081553936,2.274838712,75,159.9381101,63.85,0,0.9
FlowOPT,data_train_enc_0.9_4,100,1,100,600,2,70.14591152,0,0.081707954,3.649135351,67,205.7827815,57.61,1,0.9
FlowOPT,data_train_enc_0.9_4,100,2,100,600,2,74.21315101,0,0.952172995,1.817988407,72,85.60788852,79.81,0,0.9
FlowOPT,data_train_enc_0.9_4,100,2,100,600,2,84.22846874,0,0.804088831,6.377965961,38,329.9015011,39.95,1,0.9
FlowOPT,data_train_enc_0.9_5,100,0,100,600,2,77.98378697,0,0.007610798,4.693057579,39,254.3365836,45.88,0,0.9
FlowOPT,data_train_enc_0.9_5,100,0,100,600,2,382.596286,0,0.007353783,1.236055925,62,196.066425,54.12,1,0.9
FlowOPT,data_train_enc_0.9_5,100,1,100,600,2,80.4810945,0,0.088402033,3.273695115,51,190.0575349,55.17,0,0.9
FlowOPT,data_train_enc_0.9_5,100,1,100,600,2,385.9217654,0,0.079586029,2.987799643,50,291.5559639,43.87,1,0.9
FlowOPT,data_train_enc_0.9_5,100,2,100,600,2,91.8653556,0,1.201455116,2.943848738,49,186.3104872,54.31,0,0.9
FlowOPT,data_train_enc_0.9_5,100,2,100,600,2,405.9578265,0,0.951556206,2.459610002,63,201.9414418,64.79,1,0.9
