"Direct","data_train_enc_1",2000,0,100.0,3600,2,1794.0,0.0,0.3626739978790283,897,55.15,50.0,1105,53.68818105616094,48.61693210393965,1
"Direct","data_train_enc_1",2000,1,100.0,3600,2,1887.0,0.0,4.5010011196136475,733,63.349999999999994,55.15,872,63.45347862531433,56.747694886839895,1
"Direct","data_train_enc_1",2000,2,100.0,3600,2,1899.0,0.0,168.16498589515686,716,64.2,55.65,869,63.579212070410726,56.454316848281636,1
"Direct","data_train_enc_2",2000,0,100.0,3600,2,1784.0,0.0,0.607266902923584,937,53.15,48.35,1065,55.36462699077954,50.0,1
"Direct","data_train_enc_2",2000,1,100.0,3600,2,1823.0,0.0,7.3182008266448975,735,63.24999999999999,56.599999999999994,870,63.53730092204526,55.532271584241414,1
"Direct","data_train_enc_2",2000,2,100.0,3600,2,1833.0,0.0,269.0913259983063,712,64.4,57.05,841,64.75272422464376,56.58005029337804,1
"Direct","data_train_enc_3",2000,0,100.0,3600,2,1800.0,0.0,0.462568998336792,881,55.95,50.64999999999999,1121,53.017602682313495,48.0720871751886,1
"Direct","data_train_enc_3",2000,1,100.0,3600,2,1870.0,0.0,7.5932629108428955,763,61.85000000000001,54.35,957,59.8910310142498,53.64626990779547,1
"Direct","data_train_enc_3",2000,2,100.0,3600,2,1882.0,0.001578265805083176,235.7440378665924,709,64.55,56.39999999999999,901,62.238055322715844,55.029337803855825,1
"Direct","data_train_enc_4",2000,0,100.0,3600,2,1806.0,0.0,0.3889620304107666,907,54.65,50.14999999999999,1095,54.10729253981559,48.49119865884325,1
"Direct","data_train_enc_4",2000,1,100.0,3600,2,1878.0,0.0,4.796929836273193,792,60.4,53.7,928,61.10645431684828,54.19111483654652,1
"Direct","data_train_enc_4",2000,2,100.0,3600,2,1888.0,0.00882768322327847,177.38182616233826,792,60.4,53.75,925,61.23218776194468,54.44258172673931,1
"Direct","data_train_enc_5",2000,0,100.0,3600,2,1817.0,0.0,0.4235718250274658,893,55.35,49.9,1109,53.52053646269908,48.700754400670576,1
"Direct","data_train_enc_5",2000,1,100.0,3600,2,1874.0,0.0,6.196783065795898,727,63.65,56.05,878,63.202011735121545,55.993294216261525,1
"Direct","data_train_enc_5",2000,2,100.0,3600,2,1883.0,0.0,299.6618299484253,715,64.25,56.25,870,63.53730092204526,55.95138306789607,1
