"Direct","data_train_enc_1",2000,0,100.0,3600,2,1260.0,0.0,0.4073750972747803,735,63.24999999999999,32.4,888,62.78290025146689,33.82229673093043,1
"Direct","data_train_enc_1",2000,1,100.0,3600,2,1726.0,0.0,6.895936965942383,305,84.75,31.85,374,84.32523051131601,33.52891869237217,1
"Direct","data_train_enc_1",2000,2,100.0,3600,2,1746.0,0.0,208.4261600971222,275,86.25,32.1,356,85.07963118189438,33.36127409891031,1
"Direct","data_train_enc_2",2000,0,100.0,3600,2,1280.0,0.0,0.5784718990325928,730,63.5,33.7,893,62.57334450963956,32.73260687342833,1
"Direct","data_train_enc_2",2000,1,100.0,3600,2,1735.0000000000002,0.0,10.348838090896606,299,85.05,31.55,380,84.07376362112322,33.78038558256497,1
"Direct","data_train_enc_2",2000,2,100.0,3600,2,1749.0,0.0,214.66225004196167,281,85.95,31.6,371,84.45096395641241,33.989941324392284,1
"Direct","data_train_enc_3",2000,0,100.0,3600,2,1278.0,0.0,0.7381088733673096,762,61.9,34.0,861,63.91450125733446,32.48113998323554,1
"Direct","data_train_enc_3",2000,1,100.0,3600,2,1764.0,0.0,15.729799032211304,314,84.3,33.25,365,84.7024308466052,32.35540653813915,1
"Direct","data_train_enc_3",2000,2,100.0,3600,2,1781.0,0.0,354.78753900527954,293,85.35000000000001,33.300000000000004,338,85.83403185247276,32.35540653813915,1
"Direct","data_train_enc_4",2000,0,100.0,3600,2,1307.0,0.0,0.8549709320068359,730,63.5,33.4,893,62.57334450963956,32.984073763621126,1
"Direct","data_train_enc_4",2000,1,100.0,3600,2,1743.0,0.0,12.351719856262207,309,84.55,32.9,370,84.49287510477788,32.6487845766974,1
"Direct","data_train_enc_4",2000,2,100.0,3600,2,1773.0,0.004700131603603683,287.529993057251,272,86.4,32.800000000000004,347,85.45683151718357,32.6487845766974,1
"Direct","data_train_enc_5",2000,0,100.0,3600,2,1290.0,0.0,0.8283660411834717,753,62.35000000000001,33.2,870,63.53730092204526,33.151718357082984,1
"Direct","data_train_enc_5",2000,1,100.0,3600,2,1728.0,0.0,19.306741952896118,318,84.1,31.7,361,84.87007544006705,33.65465213746857,1
"Direct","data_train_enc_5",2000,2,100.0,3600,2,1747.0,0.0,476.9551041126251,296,85.2,31.7,323,86.46269907795474,33.57082984073764,1
